Line_Item_Quantity,Pack_Price,Unit_Price,Brand,Dosage_Form,Country,Dosage,Item_Description,Weight_Kilograms,PO_SO,Total_Cost
25540,2.9,0.05,Generic,Tablet,Ethiopia,200mg,"Nevirapine 200mg, tablets, 60 Tabs",2031,SO-34580,81000.28
3334,35.5,0.59,Generic,Tablet,Zambia,300mg,"Abacavir 300mg, tablets, 60 Tabs",161,SO-229,125888.765
10000,16.25,0.54,Generic,Tablet,Côte d'Ivoire,600mg,"Efavirenz 600mg, tablets, 30 Tabs",898,SO-390,165592.535
9000,7.5,0.12,Generic,Tablet - FDC,Côte d'Ivoire,150/200/30mg,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",972,SO-437,70752.535
1000,10.25,0.17,Generic,Tablet - FDC,Côte d'Ivoire,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",114,SO-411,11810.535
456,17.0,0.57,Viread,Tablet,Côte d'Ivoire,300mg,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",682,SO-285,10369.535
8148,16.25,0.54,Generic,Tablet,Côte d'Ivoire,600mg,"Efavirenz 600mg, tablets, 30 Tabs",741,SO-431,135151.535
1019,70.0,1.17,Trizivir,Tablet - FDC,Mozambique,300/150/300mg,"Abacavir/Lamivudine/Zidovudine 300/150/300mg [Trizivir], tablets, 60 Tabs",138,SO-379,71859.705
801,41.1,0.34,Aluvia,Tablet,Mozambique,200/50mg,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",333,SO-578,33641.865000000005
903,7.7,0.13,Generic,Tablet - FDC,Nigeria,150/200/40mg,"Lamivudine/Nevirapine/Stavudine 150/200/40mg, tablets, 60 Tabs",57,SO-636,8304.02
2800,16.26,0.54,Generic,Tablet,Zimbabwe,600mg,"Efavirenz 600mg, tablets, 30 Tabs",246,SO-415,46749.025
237,21.5,0.09,Generic,Oral solution,Zambia,20mg/ml,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",85,SO-313,5863.0599999999995
7426,10.68,0.18,Generic,Tablet - FDC,Côte d'Ivoire,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",3073,SO-524,87383.57999999999
79029,3.57,0.06,Generic,Tablet,Zambia,200mg,"Nevirapine 200mg, tablets, 60 Tabs",7393,SO-464,312997.47
1161,2.15,0.04,Generic,Capsule,Côte d'Ivoire,15mg,"Stavudine 15mg, capsules, 60 Caps",399,SO-774,6700.92
112,50.0,0.28,Crixivan,Capsule,Rwanda,400mg,"Indinavir 400mg [Crixivan], capsules, 180 Caps",24,SO-814,6769.96
92,32.0,1.6,Uni-Gold,Test kit,Rwanda,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",28,SO-825,4553.67
422,139.0,1.39,Capillus,Test kit,Tanzania,300mg,"HIV 1/2, Capillus HIV Kit, 100 Tests",3093,SO-747,60298.85
29489,10.68,0.18,Generic,Tablet - FDC,Tanzania,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",2670,SO-457,322979.43
1883,32.0,1.6,Uni-Gold,Test kit,Rwanda,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",627,SO-833,68022.45
1000,16.5,0.07,Generic,Oral solution,Zambia,20mg/ml,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",355,SO-822,18412.79
1883,16.5,0.55,First Response,Test kit,Rwanda,300mg,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit, 30 Tests",752,SO-834,35555.97
3480,32.0,1.6,Uni-Gold,Test kit,Mozambique,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",2766,SO-1064,122236.81
1848,9.5,0.16,Generic,Tablet - FDC,Guyana,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",402,SO-1233,22391.09
200,75.0,3.0,Clearview,Test kit,Namibia,300mg,"HIV 1/2, Clearview Complete Kit, 25 Tests",122,SO-1452,16124.4
60440,3.4,0.06,Generic,Tablet,Zambia,200mg,"Nevirapine 200mg, tablets, 60 Tabs",5725,SO-1314,221496.32
1797,9.5,0.16,Generic,Tablet - FDC,Ethiopia,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",170,SO-1524,17990.81
1255,3.4,0.06,Generic,Tablet,Ethiopia,200mg,"Nevirapine 200mg, tablets, 60 Tabs",120,SO-1530,5591.83
1560,9.5,0.16,Generic,Tablet - FDC,Zimbabwe,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",147,SO-899,16515.55
8251,27.53,0.46,Generic,Tablet,Zambia,300mg,"Abacavir 300mg, tablets, 60 Tabs",822,SO-1489,230816.99
1004,6.2,0.03,Generic,Oral suspension,Zambia,10mg/ml,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",358,SO-1188,8013.46
19000,12.01,0.4,Generic,Tablet,Namibia,600mg,"Efavirenz 600mg, tablets, 30 Tabs",1485,SO-1676,231572.05000000002
1842,20.0,0.8,Bioline,Test kit,Kenya,300mg,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",662,SO-1389,37160.8
1057,3.4,0.06,Generic,Tablet,Haiti,200mg,"Nevirapine 200mg, tablets, 60 Tabs",100,SO-2753,5250.55
45,27.0,1.35,Stat-Pak,Test kit,Guyana,300mg,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",13,SO-1005,2015.52
447,1.52,0.03,Generic,Capsule,Nigeria,30mg,"Stavudine 30mg, capsules, 60 Caps",1054,SO-1571,3402.9100000000003
32997,12.42,0.41,Generic,Tablet,Tanzania,600mg,"Efavirenz 600mg, tablets, 30 Tabs",2867,SO-1941,420766.55999999994
50000,9.45,0.16,Generic,Tablet - FDC,Zambia,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",4655,SO-1889,475603.91
860,12.01,0.4,Generic,Tablet,Uganda,600mg,"Efavirenz 600mg, tablets, 30 Tabs",76,SO-2342,11020.130000000001
7296,13.28,0.22,Generic,Tablet - FDC,Uganda,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",824,SO-2675,100228.43000000001
30563,1.97,0.01,Generic,Oral solution,Zambia,10mg/ml,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",10621,SO-979,97504.5
16752,9.45,0.16,Generic,Tablet - FDC,Haiti,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",1580,SO-2595,170131.69
850,1.55,0.03,Generic,Capsule,Nigeria,30mg,"Stavudine 30mg, capsules, 60 Caps",555,SO-10030,11895.24
1260,41.1,0.14,Kaletra,Oral solution,Zambia,80/20mg/ml,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",1185,SO-1884,54219.39
3330,16.0,0.18,Generic,Capsule,Zambia,200mg,"Efavirenz 200mg, capsule, 90 Caps",404,SO-1883,55678.8
6036,2.1,0.01,Generic,Oral solution,Uganda,10mg/ml,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",2253,SO-2792,28619.29
229,75.0,3.0,Clearview,Test kit,Namibia,300mg,"HIV 1/2, Clearview Complete Kit, 25 Tests",140,SO-1970,18489.18
17000,12.42,0.41,Generic,Tablet,Tanzania,600mg,"Efavirenz 600mg, tablets, 30 Tabs",6007,SO-1652,231873.42
50000,12.01,0.4,Generic,Tablet,Zambia,600mg,"Efavirenz 600mg, tablets, 30 Tabs",3897,SO-1892,616468.6000000001
200,71.99,0.72,Determine,Test kit,Botswana,300mg,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",1693,SO-2041,15641.77
2000,79.99,0.8,Determine,Test kit,Kenya,300mg,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",490,SO-1973,160641.94
763,32.0,1.6,Uni-Gold,Test kit,Namibia,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",441,SO-1930,30603.17
1446,2.24,0.07,Generic,Capsule,Haiti,50mg,"Efavirenz 50mg, capsule, 30 Caps",83,SO-23751,4854.11
27224,9.35,0.16,Generic,Tablet - FDC,Côte d'Ivoire,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",2506,SO-19330,278425.35
21360,3.9,0.06,Generic,Tablet - FDC,Côte d'Ivoire,150/30mg,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",1567,SO-16200,105289.23
10000,11.8,0.2,Generic,Tablet - FDC,Côte d'Ivoire,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",1456,SO-16210,123279.6
1166,26.25,0.88,Truvada,Tablet - FDC,Uganda,300/200mg,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",145,SO-17750,32409.74
1300,2.9,0.05,Generic,Tablet,Nigeria,150mg,"Lamivudine 150mg, tablets, 60 Tabs",65,SO-10800,4797.01
39068,3.4,0.06,Generic,Tablet,Zambia,200mg,"Nevirapine 200mg, tablets, 60 Tabs",4510,SO-2476,136584.08000000002
45000,26.25,0.88,Truvada,Tablet - FDC,Nigeria,300/200mg,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",3951,SO-15540,1194724.54
3600,7.75,0.13,Generic,Chewable/dispersible tablet,Zambia,100mg,"Didanosine 100mg, chewable/dispersible tablets, 60 Tabs",750,SO-2477,28758.39
50000,12.01,0.4,Generic,Tablet,Zambia,600mg,"Efavirenz 600mg, tablets, 30 Tabs",3841,SO-2480,605019.29
196,13.66,0.46,Generic,Tablet,Nigeria,300mg,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",12,SO-11031,3581.6400000000003
22918,7.12,0.12,Generic,Tablet - FDC,Ethiopia,150/200/30mg,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",1689,SO-21990,172685.56
883,17.0,0.57,Viread,Tablet,Tanzania,300mg,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",70,SO-18722,16210.32
2976,1.92,0.01,Generic,Oral suspension,Côte d'Ivoire,10mg/ml,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",209,SO-21841,11189.09
168,32.0,1.6,Uni-Gold,Test kit,Kenya,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",56,SO-12700,5552.04
4124,1.55,0.03,Generic,Capsule,Nigeria,30mg,"Stavudine 30mg, capsules, 60 Caps",273,SO-19070,13768.47
100000,26.25,0.88,Truvada,Tablet - FDC,Zambia,300/200mg,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",9000,SO-2544,2644181.31
1030,11.72,0.39,Generic,Tablet,Nigeria,600mg,"Efavirenz 600mg, tablets, 30 Tabs",251,SO-10540,14051.72
26616,11.4,0.19,Generic,Tablet - FDC,Nigeria,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",2993,SO-21809,319145.48000000004
5131,11.8,0.2,Generic,Tablet - FDC,Uganda,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",691,SO-17900,68917.2
107556,7.12,0.12,Generic,Tablet - FDC,Ethiopia,150/200/30mg,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",14450,SO-22030,781444.37
13473,11.0,0.37,Generic,Tablet,Nigeria,600mg,"Efavirenz 600mg, tablets, 30 Tabs",1146,SO-19070,152173.81
662,26.25,0.88,Truvada,Tablet - FDC,Nigeria,300/200mg,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",62,SO-21783,23855.170000000002
11661,11.4,0.19,Generic,Tablet - FDC,Nigeria,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",1311,SO-21802,144688.81
5000,8.76,0.15,Generic,Tablet - FDC,Ethiopia,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",403,SO-22190,45605.5
25000,11.0,0.37,Generic,Tablet,Nigeria,600mg,"Efavirenz 600mg, tablets, 30 Tabs",2267,SO-22830,290667.37
630,1.55,0.03,Generic,Capsule,Mozambique,30mg,"Stavudine 30mg, capsules, 60 Caps",42,SO-27430,2195.7799999999997
4000,4.0,0.07,Generic,Tablet - FDC,Zimbabwe,150/30mg,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",305,SO-18111,18729.4
27439,26.25,0.88,Truvada,Tablet - FDC,Nigeria,300/200mg,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",2561,SO-30021,736813.96
7323,9.72,0.32,Generic,Tablet,Haiti,600mg,"Efavirenz 600mg, tablets, 30 Tabs",631,SO-24841,78903.18999999999
60,1.49,0.02,Generic,Capsule,Uganda,30mg,"Stavudine 30mg, capsules, 60 Caps",4,SO-26160,615.99
1747,8.76,0.15,Generic,Tablet - FDC,Nigeria,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",148,SO-21052,16345.9
1428,2.24,0.07,Generic,Capsule,Haiti,50mg,"Efavirenz 50mg, capsule, 30 Caps",83,SO-24832,10994.84
24269,26.25,0.88,Truvada,Tablet - FDC,Nigeria,300/200mg,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",2094,SO-30022,645639.72
10372,11.56,0.19,Generic,Tablet - FDC,Uganda,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",1312,SO-26170,134704.46000000002
27314,26.25,0.88,Truvada,Tablet - FDC,Nigeria,300/200mg,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",2363,SO-22520,725727.64
92000,11.5,0.38,Generic,Tablet - FDC,Zambia,300/300mg,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",7579,SO-29070,1066832.96
5800,11.4,0.19,Generic,Tablet - FDC,Nigeria,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",654,SO-32644,73695.40000000001
22730,26.25,0.88,Truvada,Tablet - FDC,Nigeria,300/200mg,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",1977,SO-27810,605277.76
3280,9.72,0.32,Generic,Tablet,Côte d'Ivoire,600mg,"Efavirenz 600mg, tablets, 30 Tabs",229,SO-27533,33798.97
76000,7.12,0.12,Generic,Tablet - FDC,Mozambique,150/200/30mg,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",5597,SO-26420,543980.48
8766,2.44,0.04,Generic,Tablet,Rwanda,150mg,"Lamivudine 150mg, tablets, 60 Tabs",447,SO-32800,25687.97
24000,8.76,0.15,Generic,Tablet - FDC,Uganda,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",5748,SO-32950,249609.58000000002
92000,11.5,0.38,Generic,Tablet - FDC,Zambia,300/300mg,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",7678,SO-29080,1066832.96
92095,11.5,0.38,Generic,Tablet - FDC,Zambia,300/300mg,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",7686,SO-29090,1067927.6
666,11.75,0.39,Generic,Tablet - FDC,Côte d'Ivoire,200/300mg,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",54,SO-33250,9553.85
9243,25.45,0.42,Generic,Tablet,Tanzania,300mg,"Abacavir 300mg, tablets, 60 Tabs",936,SO-31281,237929.02
61520,7.12,0.12,Generic,Tablet - FDC,Zambia,150/200/30mg,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",23888,SO-32850,452399.48000000004
40230,11.4,0.19,Generic,Tablet - FDC,Nigeria,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",4531,SO-33330,490504.14
1756,11.4,0.19,Generic,Tablet - FDC,Nigeria,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",198,SO-33337,29399.130000000005
1547,1.92,0.01,Generic,Oral suspension,Côte d'Ivoire,10mg/ml,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",581,SO-32830,4210.96
4234,2.44,0.04,Generic,Tablet,Ethiopia,150mg,"Lamivudine 150mg, tablets, 60 Tabs",212,SO-33640,11840.609999999999
13941,5.78,0.19,Generic,Tablet,Zambia,600mg,"Efavirenz 600mg, tablets, 30 Tabs",986,SO-33320,85849.79999999999
60,4.0,0.07,Generic,Tablet - FDC,Uganda,150/30mg,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",4,SO-34290,636.6
4460,2.9,0.05,Generic,Tablet,Ethiopia,200mg,"Nevirapine 200mg, tablets, 60 Tabs",250,SO-34581,14328.109999999999
7000,16.25,0.54,Generic,Tablet,Zimbabwe,600mg,"Efavirenz 600mg, tablets, 30 Tabs",581,SO-224,115726.74500000001
650,3.95,0.02,Generic,Oral solution,Mozambique,10mg/ml,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",193,SO-501,3136.545
500,32.0,1.6,Uni-Gold,Test kit,Botswana,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",164,SO-424,17315.905
8148,16.25,0.54,Generic,Tablet,Côte d'Ivoire,600mg,"Efavirenz 600mg, tablets, 30 Tabs",742,SO-434,135153.535
192,21.5,0.09,Generic,Oral solution,Zambia,20mg/ml,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",70,SO-637,4868.655
3431,3.31,0.06,Generic,Tablet,Rwanda,150mg,"Lamivudine 150mg, tablets, 60 Tabs",216,SO-602,13967.615
4374,8.52,0.14,Generic,Tablet,Côte d'Ivoire,300mg,"Zidovudine 300mg, tablets, 60 Tabs",230,SO-617,38789.01500000001
350,21.5,0.09,Generic,Oral solution,Zambia,20mg/ml,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",124,SO-621,8411.61
11807,3.57,0.06,Generic,Tablet,Tanzania,200mg,"Nevirapine 200mg, tablets, 60 Tabs",1050,SO-768,45509.43
55032,2.0,0.07,Generic,Tablet - FDC,Côte d'Ivoire,150/30mg,"Lamivudine/Stavudine 150/30mg, tablets, 30 Tabs",3673,SO-844,122678.1
2500,32.0,1.6,Uni-Gold,Test kit,Mozambique,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",841,SO-944,83946.4
1987,32.42,0.36,Stocrin/Sustiva,Capsule,Tanzania,200mg,"Efavirenz 200mg [Stocrin/Sustiva], capsule, 90 Caps",238,SO-1075,66986.61
16974,7.4,0.12,Generic,Tablet - FDC,Zambia,150/200/30mg,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",1732,SO-1077,133736.12
604,16.0,0.18,Generic,Capsule,Zambia,200mg,"Efavirenz 200mg, capsule, 90 Caps",72,SO-1066,10403.05
2492,20.0,0.8,Bioline,Test kit,Zimbabwe,300mg,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",738,SO-891,53005.58
1381,1.75,0.03,Generic,Capsule,Zambia,20mg,"Stavudine 20mg, capsules, 60 Caps",232,SO-909,3740.7
25338,12.42,0.41,Generic,Tablet,Zambia,600mg,"Efavirenz 600mg, tablets, 30 Tabs",1974,SO-1653,323038.08
3145,3.04,0.05,Generic,Tablet,Ethiopia,150mg,"Lamivudine 150mg, tablets, 60 Tabs",162,SO-919,10386.96
6200,1.75,0.03,Generic,Capsule,Côte d'Ivoire,30mg,"Stavudine 30mg, capsules, 60 Caps",354,SO-1308,15015.26
12240,41.1,0.34,Aluvia,Tablet,Zambia,200/50mg,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",2662,SO-1031,513605.4
746,41.1,0.14,Kaletra,Oral solution,Zambia,80/20mg/ml,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",88,SO-628,32275.87
42000,3.4,0.06,Generic,Tablet,Haiti,200mg,"Nevirapine 200mg, tablets, 60 Tabs",3957,SO-1289,175511.98
77724,3.4,0.06,Generic,Tablet,Zambia,200mg,"Nevirapine 200mg, tablets, 60 Tabs",8554,SO-1316,289089.42
12745,3.4,0.06,Generic,Tablet,Ethiopia,200mg,"Nevirapine 200mg, tablets, 60 Tabs",1197,SO-1530,51734.33
4836,20.5,0.34,Generic,Tablet - FDC,Nigeria,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",531,SO-1430,102524.62
2121,41.1,0.34,Aluvia,Tablet,Côte d'Ivoire,200/50mg,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",465,SO-1657,89518.58
67624,12.42,0.41,Generic,Tablet,Ethiopia,600mg,"Efavirenz 600mg, tablets, 30 Tabs",5840,SO-1522,861456.2999999999
58680,3.4,0.06,Generic,Tablet,Zambia,200mg,"Nevirapine 200mg, tablets, 60 Tabs",5557,SO-1315,215076.47
14465,12.42,0.41,Generic,Tablet,Zambia,600mg,"Efavirenz 600mg, tablets, 30 Tabs",1135,SO-1035,184371.5
3326,2.15,0.01,Generic,Oral solution,Ethiopia,10mg/ml,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",1225,SO-1529,11647.59
35600,7.4,0.12,Generic,Tablet - FDC,Côte d'Ivoire,150/200/30mg,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",3731,SO-1284,270640.41
371,9.5,0.16,Generic,Tablet - FDC,Côte d'Ivoire,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",4689,SO-1663,11851.43
9700,20.0,0.8,Bioline,Test kit,Zimbabwe,300mg,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",2907,SO-1874,207091.97999999998
70,16.96,0.09,Stocrin/Sustiva,Oral solution,Haiti,30mg/ml,"Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml",30,SO-2071,2122.19
9732,7.4,0.12,Generic,Tablet - FDC,Zimbabwe,150/200/30mg,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",911,SO-2790,74837.74
345,67.0,0.67,Determine,Test kit,Haiti,300mg,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",60,SO-1916,24480.18
75000,12.01,0.4,Generic,Tablet,Tanzania,600mg,"Efavirenz 600mg, tablets, 30 Tabs",15566,SO-2556,911521.2
6597,9.5,0.16,Generic,Tablet - FDC,Zambia,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",617,SO-1992,65663.37
155319,7.4,0.12,Generic,Tablet - FDC,Tanzania,150/200/30mg,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",28334,SO-2559,1231439.24
33787,12.42,0.41,Generic,Tablet,Mozambique,600mg,"Efavirenz 600mg, tablets, 30 Tabs",6081,SO-2015,423622.86
800,9.45,0.16,Generic,Tablet - FDC,Uganda,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",75,SO-2341,8507.9
112191,9.45,0.16,Generic,Tablet - FDC,Tanzania,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",10453,SO-2558,1070733.2
3000,1.4,0.01,Generic,Oral solution,Ethiopia,1mg/ml,"Stavudine 1mg/ml, powder for oral solution, 200 ml",342,SO-2358,6057.42
3115,8.15,0.14,Generic,Tablet,Haiti,300mg,"Zidovudine 300mg, tablets, 60 Tabs",178,SO-2069,28026.87
6722,9.5,0.16,Generic,Tablet - FDC,Tanzania,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",634,SO-2001,65069.25
55000,12.01,0.4,Generic,Tablet,Zambia,600mg,"Efavirenz 600mg, tablets, 30 Tabs",3925,SO-1894,663803.06
17621,3.4,0.06,Generic,Tablet,Côte d'Ivoire,200mg,"Nevirapine 200mg, tablets, 60 Tabs",1650,SO-1307,63435.76
1925,8.15,0.14,Generic,Tablet,Haiti,300mg,"Zidovudine 300mg, tablets, 60 Tabs",111,SO-2348,17068.91
10,32.0,1.6,Uni-Gold,Test kit,Pakistan,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",3,SO-2497,721.26
75318,1.52,0.03,Generic,Capsule,Tanzania,30mg,"Stavudine 30mg, capsules, 60 Caps",5040,SO-2564,137631.93
500,1.55,0.03,Generic,Capsule,Uganda,30mg,"Stavudine 30mg, capsules, 60 Caps",33,SO-2677,1354.48
180,0.0,0.0,Norvir,Capsule,Mozambique,100mg,"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",256,SO-18330,2765.64
50000,3.4,0.06,Generic,Tablet,Zambia,200mg,"Nevirapine 200mg, tablets, 60 Tabs",2809,SO-2494,173962.57
1800,2.1,0.01,Generic,Oral solution,Zambia,10mg/ml,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",671,SO-15290,8898.17
36,1.4,0.01,Generic,Oral solution,Nigeria,1mg/ml,"Stavudine 1mg/ml, powder for oral solution, 200 ml",4,SO-11020,907.67
15000,26.25,0.88,Truvada,Tablet - FDC,Nigeria,300/200mg,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",1309,SO-2681,401843.74
50000,12.01,0.4,Generic,Tablet,Zambia,600mg,"Efavirenz 600mg, tablets, 30 Tabs",3817,SO-2482,606040.2200000001
1250,32.0,1.6,Uni-Gold,Test kit,Kenya,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",393,SO-11480,40235.9
20000,26.25,0.88,Truvada,Tablet - FDC,Nigeria,300/200mg,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",1741,SO-11231,536505.71
1166,2.0,0.07,Generic,Tablet - FDC,Uganda,150/30mg,"Lamivudine/Stavudine 150/30mg, tablets, 30 Tabs",71,SO-17450,3576.57
22566,3.0,0.05,Generic,Tablet,Côte d'Ivoire,200mg,"Nevirapine 200mg, tablets, 60 Tabs",2113,SO-21870,73404.75
88,11.8,0.2,Generic,Tablet - FDC,Uganda,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",10,SO-17752,2042.64
9,11.0,0.37,Generic,Tablet,Uganda,600mg,"Efavirenz 600mg, tablets, 30 Tabs",1,SO-17911,1065.56
11142,1.55,0.03,Generic,Capsule,Nigeria,30mg,"Stavudine 30mg, capsules, 60 Caps",739,SO-23040,23619.249999999996
1643,2.1,0.01,Generic,Oral solution,Côte d'Ivoire,10mg/ml,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",483,SO-21842,10750.96
14000,11.0,0.37,Generic,Tablet,Nigeria,600mg,"Efavirenz 600mg, tablets, 30 Tabs",1169,SO-15051,167840.19
36391,10.62,0.35,Generic,Tablet,Côte d'Ivoire,600mg,"Efavirenz 600mg, tablets, 30 Tabs",4156,SO-21840,398410.23
15944,11.4,0.19,Generic,Tablet - FDC,Nigeria,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",1793,SO-21801,193610.71000000002
