Line_Item_Quantity,Pack_Price,Unit_Price,Brand,Dosage_Form,Country,Dosage,Item_Description,Weight_Kilograms,PO_SO,Total_Cost
4,26.25,0.88,Truvada,Tablet - FDC,Nigeria,300/200mg,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",1,SO-12790,567.67
14081,8.26,0.14,Generic,Tablet - FDC,Côte d'Ivoire,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",6410,SO-40831,141441.94
2030,2.18,0.04,Generic,Tablet,Mozambique,200mg,"Nevirapine 200mg, tablets, 60 Tabs",6342,SO-47703,7720.53
1268,80.0,0.8,Determine,Test kit,Burundi,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",516,SCMS-199591,111368.43
4000,41.1,0.34,Aluvia,Tablet,Mozambique,200/50mg,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",870,SO-695,165812.61000000002
680,38.36,0.11,Norvir,Capsule,Côte d'Ivoire,100mg,"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",1299,SCMS-57600,35825.74
54090,10.5,0.35,Generic,Tablet - FDC,Haiti,600/300/300mg,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",7140,SCMS-177150,576640.1100000001
18750,3.0,0.05,Generic,Tablet,Haiti,200mg,"Nevirapine 200mg, tablets, 60 Tabs",111,SO-24851,68808.27
10394,7.02,0.12,Generic,Tablet,Zambia,300mg,"Zidovudine 300mg, tablets, 60 Tabs",14935,SO-38600,89043.07
2756,13.52,0.45,Generic,Tablet - FDC,Côte d'Ivoire,600/300mg,"Abacavir/Lamivudine 600/300mg, tablets, 30 Tabs",248,SO-49100,39233.14000000001
3000,2.02,0.01,Generic,Oral solution,Ethiopia,10mg/ml,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",1190,SO-38290,12840.6
429,5.63,0.09,Generic,Chewable/dispersible tablet - FDC,Ethiopia,60/30mg,"Abacavir/Lamivudine 60/30mg, dispersible tablets, 60 Tabs",39,SO-49240,3209.87
132919,9.81,0.16,Generic,Tablet - FDC,Nigeria,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",18953,SO-42934,1324224.73
4445,32.0,1.6,Uni-Gold,Test kit,Mozambique,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",1112,SCMS-82710,161216.63
400000,9.76,0.33,Generic,Tablet - FDC,Zimbabwe,600/300/300mg,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",75284,SO-49170,3985973.39
5693,20.0,0.8,Bioline,Test kit,Zimbabwe,300mg,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",1740,SO-1051,122050.82999999999
20000,2.33,0.04,Generic,Tablet,Nigeria,150mg,"Lamivudine 150mg, tablets, 60 Tabs",2238,SO-41257,63755.33
17000,12.42,0.41,Generic,Tablet,Tanzania,600mg,"Efavirenz 600mg, tablets, 30 Tabs",6007,SO-1652,231873.42
2966,6.83,0.03,Generic,Oral solution,Rwanda,20mg/ml,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",1067,SO-50711,26592.019999999997
3528,6.5,0.22,Generic,Tablet,Vietnam,600mg,"Efavirenz 600mg, tablets, 30 Tabs",383,SCMS-48280,24139.47
784,3.9,0.06,Generic,Tablet - FDC,Nigeria,150/30mg,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",58,SO-10550,4165.469999999999
264,8.76,0.15,Generic,Tablet - FDC,Nigeria,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",27,SO-31171,3329.35
100,8.94,0.15,Generic,Tablet,Vietnam,300mg,"Zidovudine 300mg, tablets, 60 Tabs",6,SCMS-750,3689.77
9000,2.4,0.04,Generic,Tablet,Vietnam,150mg,"Lamivudine 150mg, tablets, 60 Tabs",2228,SCMS-37160,31452.04
1500,71.99,0.72,Determine,Test kit,Rwanda,300mg,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",340,SCMS-14630,117637.67
1604,7.12,0.12,Generic,Tablet - FDC,Mozambique,150/200/30mg,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",120,SO-26425,13242.739999999998
10800,9.5,0.16,Generic,Tablet - FDC,Mozambique,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",1020,SO-925,104762.66
3400,32.0,1.6,Uni-Gold,Test kit,Rwanda,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",1131,SCMS-25080,131344.72
1134,13.15,0.44,Generic,Tablet - FDC,Côte d'Ivoire,600/300mg,"Abacavir/Lamivudine 600/300mg, tablets, 30 Tabs",121,SO-49072,16003.93
1600,2.0,0.07,Generic,Tablet - FDC,Zimbabwe,150/30mg,"Lamivudine/Stavudine 150/30mg, tablets, 30 Tabs",2519,SO-714,18457.82
73467,4.64,0.15,Generic,Tablet - FDC,Rwanda,300/300mg,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",17317,SO-48790,367857.67
20617,3.4,0.11,Generic,Tablet,Uganda,600mg,"Efavirenz 600mg, tablets, 30 Tabs",1770,SCMS-149400,77847.64
5196,16.96,0.09,Stocrin/Sustiva,Oral solution,Côte d'Ivoire,30mg/ml,"Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml",1489,SCMS-83690,90407.47
4000,1.43,0.01,Generic,Oral solution,Haiti,10mg/ml,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",2769,SO-47800,34942.72
14368,3.64,0.12,Generic,Tablet,Côte d'Ivoire,600mg,"Efavirenz 600mg, tablets, 30 Tabs",4409,SO-42373,69565.23999999999
33787,12.42,0.41,Generic,Tablet,Mozambique,600mg,"Efavirenz 600mg, tablets, 30 Tabs",6081,SO-2015,423622.86
6032,1.95,0.01,Generic,Oral suspension,"Congo, DRC",10mg/ml,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",2572,SO-45022,28531.269999999997
1240,5.58,0.09,Generic,Tablet,Zambia,300mg,"Zidovudine 300mg, tablets, 60 Tabs",73,SO-47993,11863.96
10603,2.26,0.01,Generic,Oral suspension,South Africa,10mg/ml,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",3818,SCMS-103450,35236.42
4032,24.5,24.5,Colloidal Gold,Test kit,Rwanda,300mg,"HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",2688,SCMS-263330,134322.93
7000,60.82,0.51,Aluvia,Tablet,Vietnam,200/50mg,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",1714,SCMS-236090,431059.07999999996
6600,2.25,0.04,Generic,Tablet,Vietnam,200mg,"Nevirapine 200mg, tablets, 60 Tabs",657,SCMS-226200,16057.52
1890,2.42,0.04,Generic,Tablet,Mozambique,200mg,"Nevirapine 200mg, tablets, 60 Tabs",4145,SO-42850,12013.23
10819,2.15,0.04,Generic,Tablet - FDC,Nigeria,30/60mg,"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",411,SO-47281,52959.67
200,9.5,0.16,Videx,Chewable/dispersible tablet,Haiti,50mg,"Didanosine 50mg [Videx], chewable tablets, 60 Tabs",94,SCMS-100090,2660.56
17037,3.33,0.11,Generic,Tablet,Mozambique,600mg,"Efavirenz 600mg, tablets, 30 Tabs",1750,SO-44810,66561.89
6636,80.0,0.8,Determine,Test kit,Kenya,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1036,SCMS-58381,543187.85
110,6.85,0.11,Norvir,Tablet,Rwanda,100mg,"Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs",43,SCMS-126450,1800.76
200,23.67,0.79,Videx EC,Delayed-release capsules - blister,Nigeria,400mg,"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",11,SCMS-39640,5206.28
6,400.0,4.0,OraQuick,Test kit,Côte d'Ivoire,300mg,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",15,SCMS-5,3530.035
3200,2.1,0.01,Generic,Oral solution,Zambia,10mg/ml,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",1120,SO-15280,14918.369999999999
300,23.26,0.78,Norvir,Tablet,Vietnam,100mg,"Ritonavir 100mg [Norvir], film coated tablets, 30 Tabs",38,SCMS-226190,8764.26
40860,2.34,0.04,Generic,Tablet,Uganda,200mg,"Nevirapine 200mg, tablets, 60 Tabs",12945,SCMS-149411,144399.81
73692,8.26,0.14,Generic,Tablet - FDC,Zambia,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",21879,SO-38741,618347.43
66268,7.4,0.12,Generic,Tablet - FDC,Zimbabwe,150/200/30mg,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",6606,SO-2502,513834.79
38400,2.92,0.05,Generic,Tablet,South Africa,200mg,"Nevirapine 200mg, tablets, 60 Tabs",4528,SCMS-68950,118739.54
3000,19.92,0.66,Generic,Tablet - FDC,Nigeria,600/200/300mg,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",329,SO-35023,69624.94
3393,21.8,0.18,Generic,Tablet,Ghana,200/50mg,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",901,SCMS-234031,81370.06999999999
6000,2.25,0.04,Generic,Tablet,Vietnam,200mg,"Nevirapine 200mg, tablets, 60 Tabs",594,SCMS-188671,14629.710000000001
6360,89.0,0.89,Determine,Test kit,Nigeria,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",2579,SCMS-270770,595465.76
48127,1.99,0.03,Generic,Tablet - FDC,Zimbabwe,30/60mg,"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",2383,SCMS-239220,114103.34999999999
7882,80.0,0.8,Determine,Test kit,Mozambique,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",3757,SCMS-130161,646706.41
1235,11.0,0.37,Generic,Delayed-release capsules,Côte d'Ivoire,200mg,"Didanosine 200mg, delayed-release capsules, 30 Caps",649,SO-41150,14795.07
1820,82.2,0.68,Aluvia,Tablet,Vietnam,200/50mg,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",445,SCMS-62380,154682.31
49000,4.15,0.07,Generic,Chewable/dispersible tablet - FDC,Zimbabwe,30/50/60mg,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",3573,SO-44290,214735.2
19740,12.01,0.4,Generic,Tablet,Haiti,600mg,"Efavirenz 600mg, tablets, 30 Tabs",2941,SO-2046,268508.02
14065,2.12,0.01,Generic,Oral suspension,South Africa,10mg/ml,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",6196,SCMS-83790,31102.93
22752,10.5,0.35,Generic,Tablet - FDC,Vietnam,600/300/300mg,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",3138,SCMS-226260,244106.19
2800,3.5,0.12,Generic,Tablet,Vietnam,600mg,"Efavirenz 600mg, tablets, 30 Tabs",953,SCMS-263660,11403.74
1276,23.0,0.77,Generic,Tablet - FDC,Côte d'Ivoire,600/300mg,"Abacavir/Lamivudine 600/300mg, scored tablets, 30 Tabs",117,SO-35770,30488.82
3334,35.5,0.59,Generic,Tablet,Zambia,300mg,"Abacavir 300mg, tablets, 60 Tabs",161,SO-229,125888.765
4165,82.2,0.68,Aluvia,Tablet,Vietnam,200/50mg,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",1010,SCMS-62370,348519.0
392,21.0,0.18,Generic,Tablet,Burundi,200/50mg,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",105,SO-46022,9698.58
15855,2.49,0.04,Generic,Chewable/dispersible tablet - FDC,Tanzania,30/50/6mg,"Lamivudine/Nevirapine/Stavudine 30/50/6mg, dispersible tablets, 60 Tabs",1380,SO-40501,44097.189999999995
1250,71.99,0.72,Determine,Test kit,Rwanda,300mg,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",362,SO-1223,98274.67
251047,8.58,0.14,Generic,Tablet - FDC,Nigeria,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",36448,SO-44750,2190866.0999999996
763,4.6,0.08,Generic,Tablet - FDC,Nigeria,60/30mg,"Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs",56,SO-44752,24180.21
3470,23.0,23.0,Colloidal Gold,Test kit,Ethiopia,300mg,"HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",2509,SCMS-32640,102770.23
75000,12.01,0.4,Generic,Tablet,Tanzania,600mg,"Efavirenz 600mg, tablets, 30 Tabs",15566,SO-2556,911521.2
471,2.0,0.01,Generic,Oral solution,Guyana,10mg/ml,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",221,SO-36640,4114.67
3056,89.0,0.89,Determine,Test kit,Nigeria,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1248,SCMS-196560,285645.94
95000,2.26,0.04,Generic,Tablet,Nigeria,200mg,"Nevirapine 200mg, tablets, 60 Tabs",6528,SO-43848,229513.12999999998
2306,8.15,0.14,Generic,Tablet,Zambia,300mg,"Zidovudine 300mg, tablets, 60 Tabs",132,SO-19411,20490.22
1324,82.2,0.68,Aluvia,Tablet,Guyana,200/50mg,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",334,SCMS-111220,111183.94000000002
140000,7.72,0.13,Generic,Tablet - FDC,Nigeria,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",42830,SO-51423,1161043.06
56260,20.22,0.17,Aluvia,Tablet,Nigeria,200/50mg,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",12427,SO-44753,1159209.46
50000,3.4,0.06,Generic,Tablet,Zambia,200mg,"Nevirapine 200mg, tablets, 60 Tabs",2809,SO-2494,173962.57
57727,19.9,0.66,Generic,Tablet - FDC,Tanzania,600/200/300mg,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",6349,SCMS-71300,1179041.6400000001
100167,10.25,0.34,Generic,Tablet - FDC,Zimbabwe,600/300/300mg,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",21570,SO-49171,1052076.93
129958,11.22,0.19,Generic,Tablet - FDC,Nigeria,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",18907,SO-39990,1475857.4
4800,60.82,0.51,Aluvia,Tablet,Vietnam,200/50mg,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",1175,SCMS-226190,294015.20999999996
1460,32.0,1.6,Uni-Gold,Test kit,Rwanda,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",613,SCMS-136330,52190.92
10000,4.64,0.15,Generic,Tablet - FDC,Côte d'Ivoire,300/300mg,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",8889,SO-47131,79521.29999999999
14995,9.45,0.16,Generic,Tablet - FDC,Haiti,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",1586,SO-2594,159218.47
4000,5.5,0.18,Generic,Tablet,Côte d'Ivoire,300mg,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",372,SO-41350,24364.75
206853,11.22,0.19,Generic,Tablet - FDC,Nigeria,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",29353,SO-39840,2338118.1900000004
700,30.82,0.1,Kaletra,Oral solution,Ethiopia,80/20mg/ml,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",1050,SCMS-148080,26277.02
1320,36.16,0.3,Aluvia,Tablet,Haiti,200/50mg,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",276,SO-38240,49914.31
832,29.0,1.45,Stat-Pak,Test kit,Ethiopia,300mg,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",238,SCMS-190780,26103.3
2849,89.0,0.89,Determine,Test kit,Kenya,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",783,SCMS-88211,263269.89
3859,4.04,0.13,Generic,Tablet,Côte d'Ivoire,300mg,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",242,SO-46331,18738.2
30457,1.99,0.03,Generic,Chewable/dispersible tablet - FDC,Zimbabwe,30/60mg,"Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs",2375,SO-49180,67491.69
7867,3.6,0.06,Generic,Chewable/dispersible tablet - FDC,Haiti,30/50/60mg,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",811,SCMS-261980,34265.94
16667,3.65,0.06,Generic,Tablet,Tanzania,200mg,"Nevirapine 200mg, tablets, 60 Tabs",1478,SCMS-140,67137.49500000001
13,0.9,0.9,Bioline,Test kit - Ancillary,Sudan,300mg,"HIV 1/2, Bioline 3.0 Diluent, 25 Tests, Bottle x 5 ml",1,SCMS-100301,149.22
30000,9.72,0.32,Generic,Tablet,Nigeria,600mg,"Efavirenz 600mg, tablets, 30 Tabs",3364,SO-24481,299501.37
24096,4.62,0.15,Generic,Tablet - FDC,Namibia,300/300mg,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",2630,SCMS-252640,123901.70000000001
216,7.39,0.12,Generic,Tablet,Haiti,100/25mg,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",24,SCMS-147120,5658.33
5861,4.15,0.07,Generic,Chewable/dispersible tablet - FDC,Uganda,30/50/60mg,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",345,SO-43872,27779.920000000002
642,5.94,0.1,Generic,Tablet,Rwanda,100/25mg,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",83,SCMS-276400,4747.82
277,6.85,0.23,Generic,Tablet,Nigeria,600mg,"Efavirenz 600mg, tablets, 30 Tabs",54,SO-32272,9346.970000000001
73,2.33,0.04,Generic,Tablet,"Congo, DRC",150mg,"Lamivudine 150mg, tablets, 60 Tabs",5,SO-41388,661.76
3559,16.96,0.09,Stocrin/Sustiva,Oral solution,Côte d'Ivoire,30mg/ml,"Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml",1061,SCMS-57380,62933.939999999995
77333,11.22,0.19,Generic,Tablet - FDC,Nigeria,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",11276,SO-38340,912655.93
31512,6.07,0.2,Generic,Tablet - FDC,Tanzania,200/300mg,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",2635,SO-44370,194815.4
76,26.25,0.88,Truvada,Tablet - FDC,Nigeria,300/200mg,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",7,SO-12780,2745.69
1500,80.0,0.8,Determine,Test kit,Côte d'Ivoire,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",606,SCMS-228050,128282.16
200,15.74,0.26,Generic,Tablet,Vietnam,300mg,"Abacavir 300mg, tablets, 60 Tabs",22,SCMS-77270,6742.6
8148,16.25,0.54,Generic,Tablet,Côte d'Ivoire,600mg,"Efavirenz 600mg, tablets, 30 Tabs",743,SO-433,135155.535
6849,13.15,0.22,Generic,Tablet,Rwanda,300mg,"Abacavir 300mg, tablets, 60 Tabs",880,SO-42490,104032.51000000001
2415,80.0,0.8,Determine,Test kit,Zambia,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1167,SCMS-87290,213226.65000000002
50000,2.35,0.04,Generic,Tablet,Vietnam,150mg,"Lamivudine 150mg, tablets, 60 Tabs",2351,SCMS-105450,127816.63
288,66.6,0.55,Prezista,Tablet,Uganda,300mg,"Darunavir 300mg [Prezista], tablets, 120 Tabs",94,SCMS-162740,20265.53
5471,8.26,0.14,Generic,Tablet - FDC,Uganda,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",521,SO-40912,49502.14
90000,7.72,0.13,Generic,Tablet - FDC,Côte d'Ivoire,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",17769,SO-49090,732411.82
120000,6.65,0.22,Generic,Tablet,South Africa,300mg,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",11201,SCMS-93530,812400.96
7400,2.25,0.04,Generic,Tablet,Vietnam,200mg,"Nevirapine 200mg, tablets, 60 Tabs",730,SCMS-226240,18005.309999999998
390,55.5,0.92,Isentress,Tablet,Uganda,400mg,"Raltegravir 400mg [Isentress], tablets, 60 Tabs",39,SCMS-159290,22108.35
210,80.0,0.8,Determine,Test kit,Guyana,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",60,SO-387,22902.535
15900,25.45,0.42,Generic,Tablet,Tanzania,300mg,"Abacavir 300mg, tablets, 60 Tabs",1630,SO-31282,407665.62
392,94.43,0.35,Invirase,Capsule,Mozambique,200mg,"Saquinavir 200mg [Invirase], capsules, 270 Caps",202,SCMS-52440,39281.29
4000,11.75,0.39,Generic,Tablet - FDC,Uganda,200/300mg,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",365,SO-36071,53170.08
794,32.0,1.6,Uni-Gold,Test kit,Tanzania,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",277,SCMS-52772,28631.93
8000,1.95,0.01,Generic,Oral suspension,Zambia,10mg/ml,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",3088,SO-40242,22102.43
15960,1.45,0.02,Generic,Capsule,Vietnam,30mg,"Stavudine 30mg, capsules, 60 Caps",1815,SCMS-45070,33118.85
151208,10.52,0.35,Generic,Tablet - FDC,Tanzania,600/300/300mg,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",20501,SO-45743,1606441.0399999998
15,30.0,15.0,Uni-Gold,Test kit - Ancillary,Botswana,300mg,"#109436**HIV 1, Uni-Gold Recombigen HIV Control, Vial 2 x 0.5 ml",1,SCMS-31370,1028.8899999999999
2000,1.97,0.01,Generic,Oral solution,Haiti,10mg/ml,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",4213,SO-1288,42462.100000000006
100000,11.0,0.37,Generic,Tablet,Zambia,600mg,"Efavirenz 600mg, tablets, 30 Tabs",7736,SO-17630,1112225.54
13535,6.52,0.11,Generic,Tablet - FDC,Zambia,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",3704,SO-48652,92901.64
9800,3.19,0.11,Generic,Tablet,Côte d'Ivoire,600mg,"Efavirenz 600mg, tablets, 30 Tabs",622,SO-50103,36256.8
33147,6.6,0.11,Generic,Tablet - FDC,Nigeria,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",32,SO-48907,224793.24000000002
1370,27.3,0.03,Generic,Tablet - FDC,"Congo, DRC",500/25mg,"Sulfadoxine/Pyrimethamine 500/25mg, tablets, 1000 Tabs",1125,SCMS-250300,47133.13
22340,8.26,0.14,Generic,Tablet - FDC,Tanzania,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",20975,SO-40610,188112.12
24963,50.4,1.68,Atripla,Tablet - FDC,Tanzania,600/200/300mg,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs",2462,SCMS-34690,1264052.5499999998
2484,8.76,0.15,Generic,Tablet - FDC,Mozambique,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",2078,SO-26423,24202.74
121,29.0,1.45,Stat-Pak,Test kit,Ethiopia,300mg,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",42,SCMS-134750,3868.51
15000,1.95,0.01,Generic,Oral suspension,Tanzania,10mg/ml,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",5641,SO-40521,74589.75
2697,5.94,0.1,Generic,Tablet,Haiti,100/25mg,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",1825,SCMS-262890,20163.55
213,0.01,0.0,Generic,Test kit - Ancillary,Guyana,300mg,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",14,SCMS-27030,182.13
4132,12.75,0.21,Videx,Chewable/dispersible tablet,Tanzania,100mg,"Didanosine 100mg [Videx],chewable tablets, 60 Tabs",1598,SCMS-117230,65459.64
2044,89.0,0.89,Determine,Test kit,Nigeria,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",976,SCMS-108720,208231.04
80,66.6,1.11,Prezista,Tablet,Mozambique,600mg,"Darunavir 600mg [Prezista], tablets, 60 Tabs",13,SCMS-226780,5610.879999999999
15,31.0,15.5,Uni-Gold,Test kit - Ancillary,Botswana,300mg,"#109436**HIV 1, Uni-Gold Recombigen HIV Control, Vial 2 x 0.5 ml",5,SCMS-57520,1058.46
15639,1.99,0.03,Generic,Tablet - FDC,Tanzania,30/60mg,"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",590,SO-46730,36559.36
1191,13.6,0.06,Generic,Oral solution,Zimbabwe,20mg/ml,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",445,SO-40040,18367.81
90,89.0,0.89,Determine,Test kit,South Sudan,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",39,SCMS-181400,9454.89
33972,2.53,0.04,Generic,Tablet,South Africa,150mg,"Lamivudine 150mg, tablets, 60 Tabs",1823,SCMS-68980,87925.89
5360,2.72,0.05,Generic,Tablet,South Africa,200mg,"Nevirapine 200mg, tablets, 60 Tabs",583,SCMS-104100,20427.37
839,32.0,1.6,Uni-Gold,Test kit,Tanzania,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",284,SCMS-33700,30161.989999999998
7558,9.45,0.16,Generic,Tablet - FDC,Haiti,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",2166,SO-2058,92115.58
1057,3.4,0.06,Generic,Tablet,Haiti,200mg,"Nevirapine 200mg, tablets, 60 Tabs",100,SO-2753,5250.55
200000,11.15,0.37,Generic,Tablet - FDC,Nigeria,600/300/300mg,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",28992,SO-47223,2259098.51
2000,2.33,0.04,Generic,Tablet,Ethiopia,150mg,"Lamivudine 150mg, tablets, 60 Tabs",84,SO-36812,5200.41
150,75.0,0.62,Intelence,Tablet,Uganda,100mg,"Etravirine 100mg [Intelence], tablets, 120 Tabs",49,SCMS-142320,11740.77
3184,3.0,0.01,Generic,Oral solution,South Africa,10mg/ml,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",1205,SCMS-68952,12856.21
100,18.64,0.16,Aluvia,Tablet,Senegal,200/50mg,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",21,SO-51380,2498.82
